time,bus1.v_a,bus1.v_b,bus1.v_c,bus2.v_a,bus2.v_b,bus2.v_c,line1.i_a,line1.i_b,line1.i_c
0.016579999999999814,168.50587666529381,-88.37187538539024,-80.235656862226364,159.42040889112025,-91.922305498998156,-77.611692353678592,11.09177903733357,-12.366971512665939,2.2917494107995995
0.016599999999999813,168.53808892740332,-87.286734627163483,-81.352561460619285,164.60052247897747,-96.443911838779727,-84.289871562999153,11.139426857655993,-12.326687834080406,2.1993343950247026
0.016619999999999812,168.56086930630954,-86.196799028790693,-82.46500856323469,156.70499357851855,-93.462463436523208,-83.465700404848576,11.184956767425826,-12.284034657145321,2.1084630390513426
0.016639999999999811,168.57106216562303,-85.100516448157094,-83.571320836269933,155.50631628588741,-92.640450451801755,-84.801545948902216,11.259897800271302,-12.255149571763733,2.003005451671144
0.01665999999999981,168.57433256736275,-84.000739817281641,-84.674225991813913,163.02330350943328,-94.896835171542392,-89.216208724244041,11.307588099962439,-12.212127541596999,1.9108742525801921
0.01667999999999981,168.56835610704599,-82.89632676785719,-85.772456436575595,157.74440473284329,-89.528247951858191,-86.00623512385954,11.351280030484487,-12.167026342281275,1.8200192945077289
0.016699999999999809,168.54984453589947,-81.785657195548424,-86.864266859650229,158.62628264825602,-86.201960477515655,-84.838775140825092,11.423845558144713,-12.136671685435775,1.7136227022072872
0.016719999999999808,168.52441030417086,-80.671569824417872,-87.952370772034328,168.18228582462788,-86.478580597891408,-87.274274292381079,11.469164973736934,-12.093308618753074,1.6194471516064337
0.016739999999999807,168.48989446587518,-79.553029467604929,-89.035607789495671,164.47647582291492,-79.774709809372723,-82.72924911683323,11.508852656857041,-12.047931293333974,1.5265062528608218
0.016759999999999806,168.44285729771428,-78.428374317329855,-90.112190946856259,165.75388184676413,-75.634981384138072,-80.748212639985667,11.577312122751181,-12.017790650845749,1.4175570342880097
0.016779999999999805,168.38883451383305,-77.300444514887772,-91.184835243269589,175.20249037732862,-76.065885783755405,-83.337492528109095,11.619207033307626,-11.975125272566787,1.3203687745372021
0.016799999999999805,168.32582211266711,-76.168323422833978,-92.252498935591262,170.72752648602489,-70.376927586368126,-79.806507437367372,11.654618875039176,-11.929751700372941,1.2251328219694866
0.016819999999999804,168.25023142206655,-75.030312541659782,-93.313358480113138,170.11000793118583,-67.720397243787588,-79.307429064217885,11.719457424741982,-11.899295697203641,1.1142315131094001
0.016839999999999803,168.16752219961231,-73.889244316492835,-94.370121314769477,177.45687313186036,-70.287624568849154,-84.031424074185708,11.759161885207096,-11.856080217092689,1.0153498861311772
0.016859999999999802,168.07585976573466,-72.744306185340932,-95.421849927551875,170.75856815725075,-67.074029352499736,-82.973825408569596,11.792137019204613,-11.808888621212121,0.91971259510560666
0.016879999999999801,167.97153380380576,-71.593745349450757,-96.466666652680772,167.48508920896728,-66.673192834206148,-84.728097072403401,11.855525790554294,-11.775897259849614,0.80915151449469958
0.016899999999999801,167.85994677065779,-70.44035832283636,-97.507243195871823,172.72143643124454,-71.367074397813667,-91.576035080062795,11.895356369079936,-11.729795494064499,0.71098540359757179
0.0169199999999998,167.73945893412395,-69.283409973171246,-98.542719694412696,164.58106820202715,-69.858340826323683,-92.220218461516609,11.928100493394888,-11.678599616897284,0.61720610564432654
0.016939999999999799,167.60626949471552,-68.121071569685526,-99.571142789928103,160.10719969830598,-70.26186899132081,-94.775408421608219,11.991822708012064,-11.641252584303663,0.50887901040212113
0.016959999999999798,167.46573789775232,-66.956080241296917,-100.59512526668732,165.19493823012041,-75.111272959009085,-101.77505554087556,12.032996149447245,-11.591041754076393,0.41272500445791221
0.016979999999999797,167.31643449315058,-65.787765720812772,-101.61387186499458,157.87695972078106,-73.048359007591102,-101.86087747614219,12.066011205813512,-11.535347939161658,0.32137152802570818
0.016999999999999797,167.15447669139289,-64.614219200430952,-102.62534992990466,154.50930866824146,-71.956005642525838,-102.91563868313786,12.129764222228737,-11.493917469274569,0.21508071379700558
0.017019999999999796,166.98517459448794,-63.438120269946182,-103.63211469477503,161.52811996295966,-74.870216162405541,-107.97517895789026,12.171240006213447,-11.440622598333988,0.11998867201071188
0.017039999999999795,166.80729476235584,-62.258872737895167,-104.63344584903363,156.67575884119626,-70.615727736661341,-105.86414603019014,12.202880993696052,-11.382103494129149,0.029463600776365752
0.017059999999999794,166.61686207191394,-61.074510613705421,-105.62725348298804,155.42982920682223,-67.020753795097761,-104.41064092195498,12.264526849588737,-11.33868907883344,-0.076814847378915821
0.017079999999999793,166.41910644296087,-59.887675318326671,-106.6160553561394,164.64419273972635,-67.727152113059802,-107.25635801078019,12.303976322847944,-11.284637010086815,-0.17309585043257347
0.017099999999999792,166.2129678578024,-58.697872594643599,-107.5992332319868,161.76384363211409,-61.777034472647586,-103.44331884830346,12.331958590261614,-11.225577455635996,-0.26500110176612479
0.017119999999999792,165.99435480429872,-57.503104465273161,-108.57466572997498,161.44210774820675,-56.884280501180612,-100.68529235282712,12.38949318489998,-11.182164141128299,-0.37317564439680567
0.017139999999999791,165.76839402242567,-56.305995558918639,-109.54485410314886,171.06727167010973,-57.152364855140043,-103.0855899816363,12.425429150817271,-11.128830127351447,-0.4720439483477229
0.01715999999999979,165.53417934691851,-55.106167537554462,-110.5092967981635,168.01761027931906,-51.65770755190497,-99.720540775701522,12.448968001269087,-11.07004904559582,-0.56607106630277404
0.017179999999999789,165.2875022261772,-53.901602860584738,-111.46585324845664,166.34530767632754,-47.748448539110989,-97.938175705891226,12.502318526445753,-11.026677424198446,-0.67610474058259418
0.017199999999999788,165.03337968297299,-52.694905901691818,-112.41700496855169,174.21967362681221,-49.730343089082062,-102.04408715679098,12.535442726384092,-10.973356258980152,-0.77677726951311199
0.017219999999999788,164.77106861423349,-51.485806217361116,-113.36235883655883,169.21156542031332,-46.484654941609257,-100.91944718464468,12.555927640229806,-10.913485709253415,-0.87148013391419998
0.017239999999999787,164.49626370119756,-50.27225303242615,-114.29974160929044,164.96314301376421,-44.792866369136455,-101.34563085581195,12.606966238357971,-10.868260205255769,-0.98139887914005075
0.017259999999999786,164.21388957290193,-49.056806796400906,-115.23159145645384,170.54402046578076,-49.019694105415851,-107.6871924345802,12.639460165725,-10.812765038281659,-1.081609996736099
0.017279999999999785,163.92338993139185,-47.839279627293678,-116.15759841739852,163.79903518414903,-47.806358460733769,-108.58525988264185,12.659144463924941,-10.749579872386432,-1.1746843767555035
0.017299999999999784,163.6203934660636,-46.617565022359358,-117.07553414195434,157.92473560837743,-47.390621852358244,-110.2774902163595,12.709888462865242,-10.700461615737449,-1.2823699482029061
0.017319999999999783,163.30975081258526,-45.394154354235596,-117.98776836486438,162.76699000758606,-52.296088362920806,-117.28732557553577,12.743349392575908,-10.641191020124616,-1.3804385653890774
